company_name,ticker,rating_date,rating_numerical_score,currentRatio,quickRatio,cashRatio,debtRatio,debtEquityRatio,GDP,INTEREST_RATE,INFLATION,volatility,momentum,sentiment_proxy
ABBOTT LABORATORIES,ABT,2022-01-25,15,1.8495993895459748,1.4217474246470814,0.7477298740938573,0.2527528060003192,0.5308641975308642,21903.85,0.08,282.542,0.0125617999114291,-0.0313616793412478,0
ABBOTT LABORATORIES,ABT,2022-02-15,17,1.8495993895459748,1.4217474246470814,0.7477298740938573,0.2527528060003192,0.5308641975308642,21903.85,0.08,284.525,0.0139200037495519,-0.0326753519253484,1
ABBOTT LABORATORIES,ABT,2022-04-19,16,1.8495993895459748,1.4217474246470814,0.7477298740938573,0.2527528060003192,0.5308641975308642,21919.222,0.33,288.582,0.0170811386161183,-0.0443616645680446,-1
ABBOTT LABORATORIES,ABT,2022-08-12,17,1.8495993895459748,1.4217474246470814,0.7477298740938573,0.2527528060003192,0.5308641975308642,22066.784,2.33,295.162,0.0160525566223208,0.0206498838818531,1
ABBOTT LABORATORIES,ABT,2022-11-17,17,1.8495993895459748,1.4217474246470814,0.7477298740938573,0.2527528060003192,0.5308641975308642,22249.459,3.83,298.708,0.0189457427608323,-0.0637477343156278,0
ABBOTT LABORATORIES,ABT,2023-04-28,17,1.6285105558783652,1.2113758150945833,0.6380011621150494,0.2379967221043015,0.482909011612059,22539.418,4.83,302.858,0.0157849741799135,0.0110378472909342,0
ABBOTT LABORATORIES,ABT,2023-06-12,18,1.6285105558783652,1.2113758150945833,0.6380011621150494,0.2379967221043015,0.482909011612059,22539.418,5.08,304.099,0.0141132604361839,0.0340614683853091,1
ABBOTT LABORATORIES,ABT,2023-07-05,17,1.6285105558783652,1.2113758150945833,0.6380011621150494,0.2379967221043015,0.482909011612059,22780.933,5.08,304.615,0.0138214824652554,0.028367414427155,-1
ABBVIE,ABBV,2022-04-22,12,0.7935443541512758,0.5604080240950162,0.2769222026481787,0.5233366773812692,4.976895119418484,21919.222,0.33,288.582,0.0136750273835548,0.1827122723860459,0
ABBVIE,ABBV,2022-08-09,12,0.7935443541512758,0.5604080240950162,0.2769222026481787,0.5233366773812692,4.976895119418484,22066.784,2.33,295.162,0.0140264448466875,-0.068426943409627,0
ABBVIE,ABBV,2022-11-07,12,0.7935443541512758,0.5604080240950162,0.2769222026481787,0.5233366773812692,4.976895119418484,22249.459,3.83,298.708,0.0166066136956187,0.0667165356833641,0
ABBVIE,ABBV,2022-11-17,14,0.7935443541512758,0.5604080240950162,0.2769222026481787,0.5233366773812692,4.976895119418484,22249.459,3.83,298.708,0.016739039372176,0.083597110511745,1
ABBVIE,ABBV,2023-03-29,12,0.9636062021802424,0.692497799444783,0.3114970546414787,0.4558265192176074,3.667033731308682,22403.435,4.83,301.643,0.0119946488611675,-0.0188117965326538,-1
ABBVIE,ABBV,2023-07-07,12,0.9636062021802424,0.692497799444783,0.3114970546414787,0.4558265192176074,3.667033731308682,22780.933,5.08,304.615,0.0150690370065945,-0.1521173299457107,0
ACADEMY,ASO,2023-02-21,10,1.623807662537209,0.3404664990237948,0.3245786143661983,0.3848866234542554,1.086235019707598,22403.435,4.58,301.476,0.0298484434066215,0.1362112194432161,0
ACADIA HEALTHCARE,ACHC,2022-07-19,9,1.2227184144681755,1.08249744974201,0.3305159054589106,0.3436183300692648,0.6508068158391159,22066.784,1.58,294.94,0.0277884726852608,0.0172572453615575,0
ACADIA HEALTHCARE,ACHC,2022-10-04,9,1.2227184144681755,1.08249744974201,0.3305159054589106,0.3436183300692648,0.6508068158391159,22249.459,3.08,297.979,0.0187233519384888,0.1682450374403488,0
ACADIA HEALTHCARE,ACHC,2022-12-08,9,1.2227184144681755,1.08249744974201,0.3305159054589106,0.3436183300692648,0.6508068158391159,22249.459,3.83,298.808,0.0211769348685242,-0.0039450307834435,0
ACADIA HEALTHCARE,ACHC,2023-03-28,9,1.3033507928905097,1.162384182362242,0.2514614009878298,0.3066766962696332,0.5438398394156276,22403.435,4.83,301.643,0.0189609502237625,-0.1321564155894056,0
ACADIA HEALTHCARE,ACHC,2023-05-10,9,1.3033507928905097,1.162384182362242,0.2514614009878298,0.3066766962696332,0.5438398394156276,22539.418,5.08,303.316,0.018802439589221,-0.1299526542183773,0
ACADIA REALTY TRUST,AKR,2022-03-15,12,1.4489121964031224,1.0500350904386089,0.076406739086443,0.4538954222048897,1.2712739704510936,21903.85,0.08,287.467,0.0164438782016619,0.0548971849409727,0
ACADIA REALTY TRUST,AKR,2022-05-31,12,1.4489121964031224,1.0500350904386089,0.076406739086443,0.4538954222048897,1.2712739704510936,21919.222,0.83,291.299,0.0207295009844563,-0.0879306899363815,0
ACADIA REALTY TRUST,AKR,2022-09-02,12,1.4489121964031224,1.0500350904386089,0.076406739086443,0.4538954222048897,1.2712739704510936,22066.784,2.33,296.421,0.020657994982683,-0.1702066446826239,0
ACADIA REALTY TRUST,AKR,2022-11-07,12,1.4489121964031224,1.0500350904386089,0.076406739086443,0.4538954222048897,1.2712739704510936,22249.459,3.83,298.708,0.0243608598694197,-0.1179691152883856,0
ACADIA REALTY TRUST,AKR,2023-03-29,12,0.8889791915284694,0.7394105866699587,0.0588384565792902,0.4447954739735349,1.1311814648262948,22403.435,4.83,301.643,0.0221047284783093,-0.0522647887757318,0
ACADIA REALTY TRUST,AKR,2023-07-06,12,0.8889791915284694,0.7394105866699587,0.0588384565792902,0.4447954739735349,1.1311814648262948,22780.933,5.08,304.615,0.0190545242448583,0.0858483761346886,0
ACCO BRANDS,ACCO,2022-04-07,8,1.3052497883149874,0.6453570420547559,0.0581428168219023,0.3592339792320383,1.2841119333950046,21919.222,0.33,288.582,0.0193244984257601,-0.0676281401962597,0
ACCO BRANDS,ACCO,2022-06-28,8,1.3052497883149874,0.6453570420547559,0.0581428168219023,0.3592339792320383,1.2841119333950046,21919.222,1.58,295.072,0.0200596655977644,-0.1676439340092554,0
ACCO BRANDS,ACCO,2022-09-20,8,1.3052497883149874,0.6453570420547559,0.0581428168219023,0.3592339792320383,1.2841119333950046,22066.784,2.33,296.421,0.0227170292728176,-0.1849430443883335,0
ACCO BRANDS,ACCO,2022-11-29,8,1.3052497883149874,0.6453570420547559,0.0581428168219023,0.3592339792320383,1.2841119333950046,22249.459,3.83,298.708,0.0324462711361417,-0.0424476198209875,0
ACCO BRANDS,ACCO,2023-04-26,8,1.497962648556876,0.7577249575551782,0.1056027164685908,0.391061652413497,1.34909270460437,22539.418,4.83,302.858,0.0260901136537961,-0.2702671325314485,0
ACCO BRANDS,ACCO,2023-06-30,8,1.497962648556876,0.7577249575551782,0.1056027164685908,0.391061652413497,1.34909270460437,22539.418,5.08,304.099,0.0298584397865935,-0.0194671161808456,0
ACI WORLDWIDE,ACIW,2022-07-21,8,1.24302563796567,0.5867016727330588,0.1618486915819692,0.3547634959624736,0.9002463895139451,22066.784,1.58,294.94,0.0239395137261999,-0.0317460178631439,0
ACI WORLDWIDE,ACIW,2022-10-06,8,1.24302563796567,0.5867016727330588,0.1618486915819692,0.3547634959624736,0.9002463895139451,22249.459,3.08,297.979,0.019242021066155,-0.1840649081067451,0
ACI WORLDWIDE,ACIW,2022-12-05,8,1.24302563796567,0.5867016727330588,0.1618486915819692,0.3547634959624736,0.9002463895139451,22249.459,3.83,298.808,0.030787525418537,-0.0320219919210786,0
ACI WORLDWIDE,ACIW,2023-05-15,8,1.2980326998446745,0.6156685397314058,0.1455226921831955,0.3535941206799599,0.9512339641648796,22539.418,5.08,303.316,0.0254454160860073,-0.068579953701831,0
ACRES COMMERCIAL REALTY,ACR,2022-08-02,13,1.430958230958231,0.8789237668161435,0.2873206333568415,0.7958590800144466,4.056183134573121,22066.784,2.33,295.162,0.0258335665817933,-0.2983192731815394,0
ACRES COMMERCIAL REALTY,ACR,2022-12-07,12,1.430958230958231,0.8789237668161435,0.2873206333568415,0.7958590800144466,4.056183134573121,22249.459,3.83,298.808,0.0237865517751296,-0.0062500434617184,-1
ACRES COMMERCIAL REALTY,ACR,2022-12-09,12,1.430958230958231,0.8789237668161435,0.2873206333568415,0.7958590800144466,4.056183134573121,22249.459,3.83,298.808,0.0239740758949915,-0.0218750031044084,0
